CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas;Motivos
;;2025;3;2988.29;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;61022307.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;516714.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;154915782.45;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6852344.63;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;31542376.47;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;996167.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;7404842.11;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5494707.78;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;32676.16;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;20927575.07;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3716308.24;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;28581286.67;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;20408558.48;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;181673.43;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;63481155.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1383112.06;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5254585.28;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2156896.59;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;32125.26;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3910238.76;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;126.53;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4463482.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;34002552.37;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5621.28;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15002.73;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1300.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;7802.3;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;8121.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;14363489.4;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;33333172.4;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2001190.6;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;11317684.42;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;591099.06;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;39626445.61;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;19156690.15;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;10835014.63;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;21514086.91;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1576346.04;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;21358897.23;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;329755.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;19596752.21;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;247303.09;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;856045.89;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;39150.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1154176.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1074330.83;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2362640.96;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;7500.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2649266.56;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3945822.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;803000.34;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2197258.47;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5478251.84;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;93197.67;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5378595.63;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15435.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6806591.07;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1517002.95;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;17182208.81;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5762535.13;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;28586025.77;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;309330.05;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1212956.64;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;312699.14;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1484960.7;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2476965.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;20174074.78;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5947739.24;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;28363609.34;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;970.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;70663.71;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5517.2;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;34136.63;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;38158.93;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;274951.89;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;74261.5;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;402743.39;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;46800271.68;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2716055.86;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15891961.26;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;675324.15;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1552084.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;27551216.58;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;73460.18;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;55557181.49;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;32669.26;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;294881.45;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;33379.89;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1024990.34;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;9618344.42;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;75692.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4191774.95;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1990.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;9550636.2;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6258.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;22523.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;181556.33;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;621764.1;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;7706.92;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;573155.34;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;806261.9;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;66427.98;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3196.94;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2602.48;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6036091.54;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;752399.33;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4215715.33;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6789.49;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1599834.24;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;93529.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;23077.27;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;135454.37;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2206906.71;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;20307032.52;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;687510.48;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;290.19;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4424267.76;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4471210.65;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;30108311.04;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;403802.81;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;20880.08;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;9315856.33;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;927776.95;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;221544.66;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;79391496.82;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;33609969.69;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;114023334.41;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2744153.44;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;228857.02;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;92910.51;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6129769.41;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;11412.72;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3485179.88;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2210137.05;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;926.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;10529763.1;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;506199.59;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4421007.09;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;700125.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;10618160.68;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;11193639.87;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;48132.26;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;11280942.53;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;55414.43;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;307221.28;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;290007.57;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;455286.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6387821.81;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;93692.04;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2420367.3;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;619832.35;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2622664.57;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;258394.94;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;7072464.03;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;590280.63;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15968.65;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;303863.62;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;222049.27;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2433.73;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1218126.3;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;36174.24;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;17414258.75;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5568874.12;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;698863.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;9707976.64;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1546473.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;206336.4;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2771111.66;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;88153.94;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;248760.75;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5801.74;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;344336.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;65598.12;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;331182.21;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;10271.58;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;701817.52;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3658384.83;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;73033.31;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;837968.37;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1280474.42;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;719702.39;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4277696.97;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;122558.7;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;214515.59;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;246389.38;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;5189523.87;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;6628289.45;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;726340.76;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;101.13;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4356.02;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;961.04;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;22566.56;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;434.35;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15771.5;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;93061.31;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;204362.79;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;79516.26;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1924.3;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;15095.01;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;314744.92;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;408.92;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1687365.29;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;638189.25;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3879154.64;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;219961.92;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1340620.62;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3077.97;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;244666.75;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;537282.76;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;14545945.2;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3287.01;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1750063.1;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;955226.58;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;25366894.57;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4938.6;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;2663741.05;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;721266.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;13931748.73;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1668.04;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1138561.41;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;12620.67;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;108406.94;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;3918600.51;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;920581761.99;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;4459772.99;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1665.11;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;348738.4;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;901.19;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;661306.22;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;93074876.07;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;42715.0;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;88195432.82;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;88476.72;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;8472630.57;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;23107610.35;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;50606.64;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;23676359.89;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;1358804.24;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
;;2025;3;135197047.06;CNPJ_INVALIDO,RAZAO_SOCIAL_VAZIA
